0,1
1,0
2,0
3,2
4,2
5,1
6,2
7,0
8,3
9,2
10,2
11,10
12,9
13,10
14,15
15,11
16,10
17,22
18,18
19,11
20,7
21,16
22,20
23,28
24,23
25,20
26,16
27,25
28,26
29,31
30,19
31,23
32,14
33,5
34,11
35,5
36,14
37,4
38,5
39,6
40,1
41,3
42,5
43,2
44,1
45,5
46,1
47,2
48,2
49,4
50,1
51,4
52,2
53,1
54,3
55,1
56,1
57,1
58,4
59,1
60,2
61,0
62,0
63,2
64,1
65,1
66,2
67,1
68,1
69,0
70,1
71,1
72,0
73,1
