0.0,14863,1
0.1,14862.662613729348,1.0171250813229287
0.2,14862.319457547808,1.034535507861516
0.30000000000000004,14861.97043558941,1.052235757171572
0.4,14861.615450493555,1.0702303673179172
0.5,14861.254403385165,1.0885239373381328
0.6000000000000001,14860.887193854702,1.1071211276955055
0.7000000000000001,14860.513719938048,1.1260266607204243
0.8,14860.133878096258,1.1452453210394549
0.9,14859.747563195186,1.1647819559912904
1.0,14859.354668484993,1.1846414760287534
1.1,14858.955085579548,1.2048288551059865
1.2000000000000002,14858.548704435701,1.2253491310499474
1.3,14858.135413332482,1.2462074059152874
1.4000000000000001,14857.715098850173,1.2674088463216653
1.5,14857.287645849312,1.2889586837725129
1.6,14856.852937449614,1.3108622149542395
1.7000000000000002,14856.410855008797,1.3331248020148245
1.8,14855.961278101364,1.3557518728207179
1.9000000000000001,14855.504084497312,1.378748921190928
2.0,14855.039150140788,1.4021215071071467
2.1,14854.566349128714,1.4258752568987165
2.2,14854.085553689369,1.4500158634012184
2.3000000000000003,14853.59663416095,1.4745490860874095
2.4000000000000004,14853.099458970122,1.4994807511692096
2.5,14852.593894610565,1.524816751669391
2.6,14852.079805621524,1.550563047461587
2.7,14851.55705456639,1.5767256652771988
2.8000000000000003,14851.0255020113,1.6033106986777261
2.9000000000000004,14850.485006503795,1.6303243079910201
3.0,14849.935424551524,1.6577727202099026
3.1,14849.376610601024,1.6856622288515575
3.2,14848.808417016595,1.713999193776053
3.3000000000000003,14848.230694059252,1.7427900409623132
3.4000000000000004,14847.64328986582,1.7720412622398047
3.5,14847.046050428144,1.8017594149741665
3.6,14846.438819572446,1.831951121704955
3.7,14845.821438938863,1.8626230697336421
3.8000000000000003,14845.193747961148,1.89378201065994
3.9000000000000004,14844.55558384659,1.925434759864496
4.0,14843.906781556143,1.9575881959359394
4.1000000000000005,14843.247173784805,1.9902492600402182
4.2,14842.57659094225,2.023424955230118
4.3,14841.89486113375,2.0571223456928007
4.4,14841.201810141396,2.0913485559331546
4.5,14840.497261405657,2.1261107698906976
4.6000000000000005,14839.78103600727,2.161416229987725
4.7,14839.05295264953,2.1972722361063464
4.800000000000001,14838.31282764096,2.2336861444920038
4.9,14837.560474878428,2.270665366581016
5.0,14836.795705830691,2.3082173677496445
5.1000000000000005,14836.01832952245,2.34634966598213
5.2,14835.228152518896,2.385069830455098
5.300000000000001,14834.424978910793,2.4243854800356863
5.4,14833.608610300145,2.464304281690698
5.5,14832.778845786457,2.5048339488040443
5.6000000000000005,14831.935481953622,2.5459822393996876
5.7,14831.078312857484,2.5877569542672587
5.800000000000001,14830.207130014098,2.6301659349874753
5.9,14829.321722388719,2.6732170618544493
6.0,14828.421876385575,2.716918251691931
6.1000000000000005,14827.507375838437,2.7612774555604975
6.2,14826.578002002034,2.806302656352659
6.300000000000001,14825.633533544365,2.8520018662728197
6.4,14824.673746539924,2.8983831241990043
6.5,14823.698414463894,2.9454544929232167
6.6000000000000005,14822.707308187353,2.9932240562672887
6.7,14821.700195973526,3.0416999160710363
6.800000000000001,14820.676843475136,3.090890189049527
6.9,14819.637013732889,3.140803003516244
7.0,14818.580467175156,3.191446495968912
7.1000000000000005,14817.506961618876,3.242828807534741
7.2,14816.41625227175,3.294958080271841
7.300000000000001,14815.308091735766,3.3478424533235485
7.4,14814.182230012093,3.401490058922413
7.5,14813.038414507433,3.455909018240597
7.6000000000000005,14811.876390041833,3.511107437083446
7.7,14810.695898858043,3.567093401423013
7.800000000000001,14809.496680632483,3.6238749727683337
7.9,14808.278472487835,3.6814601833692775
8.0,14807.041009007356,3.739857031250838
8.1,14805.784022250951,3.7990734750747577
8.200000000000001,14804.507241773063,3.8591174288254373
8.3,14803.210394642443,3.9199967563171296
8.4,14801.893205463872,3.981719265519476
8.5,14800.555396401865,4.04429270269852
8.6,14799.196687206459,4.107724746370407
8.700000000000001,14797.816795241108,4.172023001065059
8.8,14796.415435512787,4.237194990897223
